alpha3,name,country_code,year,fb,pop,fb_share,refugee,disp,imm,disp_share
VAT,Holy See,336,1990,768,768,100,0,31,768,0.040364583333333336
VAT,Holy See,336,1995,780,780,100,0,37,780,0.047435897435897434
VAT,Holy See,336,2000,785,785,100,0,43,785,0.05477707006369427
VAT,Holy See,336,2005,798,798,100,0,113,798,0.14160401002506265
VAT,Holy See,336,2010,794,794,100,0,178,794,0.22418136020151133
VAT,Holy See,336,2015,803,803,99.99999999999999,0,306,803,0.38107098381070986
VAT,Holy See,336,2019,799,799,100,0,217,799,0.2715894868585732
ITA,Italy,380,1990,1428219,57048236,2.5035287681813685,12379,3351006,1428219,0.058739870589513056
ITA,Italy,380,1995,1774954,57174408,3.104455405992135,9408,3207777,1774954,0.05610511961925343
ITA,Italy,380,2000,2121688,56692178,3.7424704339282924,6437,3067571,2121688,0.05410924589984883
ITA,Italy,380,2005,3954790,58281212,6.785703083868606,20675,2699529,3954790,0.04631902644715075
ITA,Italy,380,2010,5787893,59325229,9.756208442111534,56397,2563339,5787893,0.04320824450589141
ITA,Italy,380,2015,5805328,60578494,9.583150086233573,177193,2692923,5805328,0.044453449106872815
ITA,Italy,380,2019,6273722,60550075,10.361212599654088,354698,3078697,6273722,0.05084546963814661
MLT,Malta,470,1990,15077,362015,4.164744554783642,0,110746,15077,0.30591550073891965
MLT,Malta,470,1995,17740,376896,4.706868738325691,416,109850,17740,0.2914597130242826
MLT,Malta,470,2000,21521,393645,5.467108689301274,190,104884,21521,0.266443114989394
MLT,Malta,470,2005,24560,404653,6.069397730895359,1939,100337,24560,0.24795812708666437
MLT,Malta,470,2010,33008,414253,7.968077479221636,6136,99362,33008,0.23985825087567259
MLT,Malta,470,2015,52642,433559,12.141830754291803,7665,103806,52642,0.23942762115421432
MLT,Malta,470,2019,84949,440372,19.290281852615514,9273,111166,84949,0.25243657634908667
MNE,Montenegro,499,1990,NA,615002,NA,NA,77384,NA,0.12582723308216884
MNE,Montenegro,499,1995,NA,620418,NA,NA,144640,NA,0.23313314571788699
MNE,Montenegro,499,2000,NA,613559,NA,NA,185958,NA,0.30308087730764277
MNE,Montenegro,499,2005,NA,616391,NA,NA,148156,NA,0.24036042057719856
MNE,Montenegro,499,2010,78512,624275,12.576508750150175,16369,148982,78512,0.23864803171679147
MNE,Montenegro,499,2015,71719,626956,11.439239755261932,1791,154664,71719,0.2466903578560537
MNE,Montenegro,499,2019,70967,627987,11.300711638935201,952,153016,70967,0.2436610948952765
MKD,North Macedonia,807,1990,95142,1996228,4.766088843558952,0,432296,95142,0.216556425418339
MKD,North Macedonia,807,1995,109343,1983252,5.513318529364902,9048,492304,109343,0.24823068374568638
MKD,North Macedonia,807,2000,125665,2034819,6.175733566474463,9051,532531,125665,0.26170927242177316
MKD,North Macedonia,807,2005,127667,2060273.0000000002,6.1966059837701115,1997,459289,127667,0.22292628209950816
MKD,North Macedonia,807,2010,129701,2070741,6.263506638444886,1559,527075,129701,0.2545344878958788
MKD,North Macedonia,807,2015,130730,2079328,6.287127379614953,718,571846,130730,0.27501481247787746
MKD,North Macedonia,807,2019,131175,2083458.9999999998,6.296020224060085,425,667844,131175,0.3205457846782682
PRT,Portugal,620,1990,435782,9895364,4.403900654892533,867,1873457,435782,0.18932673926901528
PRT,Portugal,620,1995,532822,10091325,5.280000396380059,248,1922320,532822,0.19049232880716854
PRT,Portugal,620,2000,651472,10297112,6.326744819324098,433,1995386,651472,0.19378113008773723
PRT,Portugal,620,2005,771184,10508495,7.338672188548408,363,1744741,771184,0.16603148214849034
PRT,Portugal,620,2010,762825,10596058,7.199139529058824,384,1950392,762825,0.1840676976286842
PRT,Portugal,620,2015,864814,10368351,8.340902039292457,1435,2017498,864814,0.19458234004616548
PRT,Portugal,620,2019,888162,10226187,8.685172684598864,1668,2155792,888162,0.2108109307995248
SMR,San Marino,674,1990,3310,24125,13.720207253886011,0,1419,3310,0.05881865284974093
SMR,San Marino,674,1995,3659,25928,14.112156741746375,0,2460,3659,0.09487812403579142
SMR,San Marino,674,2000,4045,27462,14.729444323064598,0,3496,4045,0.1273031825795645
SMR,San Marino,674,2005,4218,29324,14.384122220706587,0,2910,4218,0.09923612058382213
SMR,San Marino,674,2010,4880,31229,15.626501008677831,0,2265,4880,0.07252873931281821
SMR,San Marino,674,2015,5195,33272,15.613729261841788,0,3656,5195,0.1098821832171195
SMR,San Marino,674,2019,5507,33860,16.264028352037805,0,2425,5507,0.07161842882457177
SRB,Serbia,688,1990,99269,9517675,0.9796917438501198,938,742547,99269,0.07801768814337535
SRB,Serbia,688,1995,870980,9884147,8.291442815575895,650700,914112,870980,0.09248263911898517
SRB,Serbia,688,2000,977873,9487616,9.680784661190406,484403,1129412,977873,0.11904065257278541
SRB,Serbia,688,2005,854848,9193825,8.7138550262298,148297,929729,854848,0.10112537491196537
SRB,Serbia,688,2010,826275,8991254,9.18976374152037,73817,829298,826275,0.09223385303095653
SRB,Serbia,688,2015,807441,8876777,9.096105489638862,35448,832510,807441,0.0937851654941878
SRB,Serbia,688,2019,820312,8772235,9.351231470657135,32327,964670,820312,0.10996855419399959
SVN,Slovenia,705,1990,178077,2006405,8.87542644680411,NA,91496,178077,0.04560195972398394
SVN,Slovenia,705,1995,174419,1991131,8.75979531231245,22314,108668,174419,0.054576017348933845
SVN,Slovenia,705,2000,214508,1987717,10.7916770848164,11643,118724,214508,0.05972882457613433
SVN,Slovenia,705,2005,217218,1994976,10.88825128723353,251,119620,217218,0.05996062108015335
SVN,Slovenia,705,2010,253786,2043337,12.42017347114059,312,123291,253786,0.060338064646213524
SVN,Slovenia,705,2015,237616,2071199,11.472388698526796,395,134547,237616,0.06496092360029143
SVN,Slovenia,705,2019,253122,2078654,12.17720698105601,835,143805,253122,0.06918178783000922
ESP,Spain,724,1990,821605,39202525,2.0957961253771282,8303,1439019,821605,0.03670730393004022
ESP,Spain,724,1995,1020067,39787419,2.563792841149108,5852,1362439,1020067,0.034242960067351946
ESP,Spain,724,2000,1657285,40824754,4.059510070777156,6987,1290279,1657285,0.03160530985685792
ESP,Spain,724,2005,4107226,44019123,9.330549361467288,5374,1113967,4107226,0.025306433297183135
ESP,Spain,724,2010,6280065,46931015,13.381481308256387,3820,1086552,6280065,0.023152109537797127
ESP,Spain,724,2015,5891208,46671926,12.622594576448376,17477,1237431,5891208,0.026513390512317832
ESP,Spain,724,2019,6104203,46736776,13.060813180609633,52432,1408947,6104203,0.03014643115306028
NA,Western Europe,926,1990,16626875,175509659.99999997,9.47348140267607,1036584,NA,16626875,NA
NA,Western Europe,926,1995,18720765,180050094,10.397531367020559,1661419,NA,18720765,NA
NA,Western Europe,926,2000,20840377,182338670,11.429488325213736,1338258,NA,20840377,NA
NA,Western Europe,926,2005,22257442,185803775.99999994,11.979004129603913,1122221,NA,22257442,NA
NA,Western Europe,926,2010,24016355,188126306.99999997,12.766080078316747,1044090,NA,24016355,NA
NA,Western Europe,926,2015,26081834,192084414,13.578318748964193,1445240,NA,26081834,NA
NA,Western Europe,926,2019,30427318,195522409.99999997,15.562061658303005,2262569,NA,30427318,NA
AUT,Austria,40,1990,793239,7723949,10.269863252592684,37172,506088,793239,0.06552192408313416
AUT,Austria,40,1995,894893,7990121,11.199993091468828,42980,490849,894893,0.06143198582349379
AUT,Austria,40,2000,996547,8069276,12.349893596401959,48787,478831,996547,0.05934002009597887
AUT,Austria,40,2005,1136270,8253650,13.766878896003586,45709,494587,1136270,0.059923427816784086
AUT,Austria,40,2010,1275992,8409949,15.172410676925626,42630,520152,1275992,0.06184960217951381
AUT,Austria,40,2015,1492374,8678660,17.195903515058777,78947,531508,1492374,0.061243095132197826
AUT,Austria,40,2019,1779857,8955102,19.875340336715315,171567,576011,1779857,0.06432210375716547
BEL,Belgium,56,1990,1280583,10006544,12.797455345222087,25721,365360,1280583,0.03651210647752111
BEL,Belgium,56,1995,1288003,10186305,12.644457435743382,31691,376028,1288003,0.03691505408487179
BEL,Belgium,56,2000,1268368,10282033,12.335770562105763,18832,400064,1268368,0.03890903676344941
BEL,Belgium,56,2005,1248733,10546886,11.839826466314323,15282,439693,1248733,0.04168936688990475
BEL,Belgium,56,2010,1503806,10938739,13.747526108813824,17892,487203,1503806,0.044539228881866545
BEL,Belgium,56,2015,1783488,11287940,15.7999422392394,66740,532515,1783488,0.04717556967878993
BEL,Belgium,56,2019,1981919,11539328,17.175341579682975,60928,581813,1981919,0.05042000712693148
FRA,France,250,1990,5897267,56666849,10.406908278948068,193000,1215895,5897267,0.021456901547499137
FRA,France,250,1995,6087993,57801892,10.532515094834611,155245,1353418,6087993,0.023414769883311086
FRA,France,250,2000,6278718,59015096,10.639172729635144,132508,1555610,6278718,0.026359526721773018
FRA,France,250,2005,6737600,61120127,11.023537303841007,178595,1725773,6737600,0.028235756120074815
FRA,France,250,2010,7309986,62879530,11.625382696085675,249263,1957969,7309986,0.031138416588037475
FRA,France,250,2015,7874172,64453200,12.216882947627116,336183,2135431,7874172,0.03313149696213687
FRA,France,250,2019,8334875,65129728,12.797343480384257,400228,2296944,8334875,0.035267213153415904
DEU,Germany,276,1990,5936181,79053984,7.509021936199952,722250,2929448,5936181,0.037056298136726416
DEU,Germany,276,1995,7464406,81138659,9.199567865670543,1267900,3045354,7464406,0.03753271298210635
DEU,Germany,276,2000,8992631,81400882,11.047338528838054,906000,3235354,8992631,0.039745932974043205
DEU,Germany,276,2005,9402447,81602741,11.522219578384016,700016,3446260,9402447,0.0422321598241412
DEU,Germany,276,2010,9812263,80827002,12.139832923655884,594269,3727333,9812263,0.04611494807143781
DEU,Germany,276,2015,10220418,81787411,12.496321713863765,736740,3756665,10220418,0.04593206893417864
DEU,Germany,276,2019,13132146,83517045,15.723911208783786,1399669,4014770,13132146,0.048071264973515285
LIE,Liechtenstein,438,1990,10906,28789,37.882524575358644,0,3428,10906,0.11907325714682691
LIE,Liechtenstein,438,1995,13311,30880,43.10556994818653,0,3020,13311,0.0977979274611399
LIE,Liechtenstein,438,2000,15483,33184,46.658027965284475,70,2690,15483,0.08106316297010607
LIE,Liechtenstein,438,2005,18898,34713,54.44069944977385,150,2939,18898,0.08466568720652205
LIE,Liechtenstein,438,2010,22342,35994,62.07145635383675,92,3594,22342,0.09984997499583263
LIE,Liechtenstein,438,2015,23799,37470,63.514811849479585,247,3574,23799,0.09538297304510275
LIE,Liechtenstein,438,2019,25467,38019,66.98492858833741,255,3713,25467,0.09766169546805545
LUX,Luxembourg,442,1990,113795,381791,29.80557425397665,344,36141,113795,0.09466173901427745
LUX,Luxembourg,442,1995,126106,408149,30.897049851892326,700,37909,126106,0.09288029616635102
LUX,Luxembourg,442,2000,139750,436103,32.04518198682421,759,39797,139750,0.09125596476061848
LUX,Luxembourg,442,2005,150618,457842,32.89737507699162,1822,52903,150618,0.11554859536696066
LUX,Luxembourg,442,2010,163142,507889,32.12158562205521,3254,62241,163142,0.12254843085792368
LUX,Luxembourg,442,2015,248888,566741,43.91565106459565,3727,69844,248888,0.12323795172750869
LUX,Luxembourg,442,2019,291723,615729,47.37847332186725,3541,75472,291723,0.12257340485830617
MCO,Monaco,492,1990,20359,29438,69.15891025205516,0,4479,20359,0.15215028194850194
MCO,Monaco,492,1995,21060,30716,68.5636150540435,0,4790,21060,0.15594478447714546
MCO,Monaco,492,2000,21787,32147,67.7730425856223,0,5133,21787,0.159672753289576
MCO,Monaco,492,2005,21312,33843,62.97314067901781,0,19114,21312,0.5647844458233608
MCO,Monaco,492,2010,21132,35612,59.339548466808935,0,26961,21132,0.7570762664270471
MCO,Monaco,492,2015,25983,37718,68.88753380348905,32,29352,25983,0.7781960867490323
MCO,Monaco,492,2019,26511,38964,68.03972898059747,25,31453,26511,0.8072323170105739
NLD,Netherlands,528,1990,1182263,14965448,7.899950606223081,17154,723638,1182263,0.048353914964657255
NLD,Netherlands,528,1995,1346164,15467851,8.70298013602536,79960,734149,1346164,0.047462895783001786
NLD,Netherlands,528,2000,1556337,15926188,9.772187795346884,146180,755052,1556337,0.04740946169918376
NLD,Netherlands,528,2005,1736127,16367158,10.607382173496463,118189,799588,1736127,0.048853197360225885
NLD,Netherlands,528,2010,1832510,16682917.000000002,10.98435003902495,74961,866675,1832510,0.05194984785934018
NLD,Netherlands,528,2015,1996318,16938499,11.785684197873731,116587,898088,1996318,0.05302051852410299
NLD,Netherlands,528,2019,2282791,17097130,13.351895902996583,109678,981097,2282791,0.05738372463682501
CHE,Switzerland,756,1990,1392282,6652868,20.927545834367972,40943,326276,1392282,0.049042909013075266
CHE,Switzerland,756,1995,1478829,6995521,21.139654930633473,82943,340103,1478829,0.04861725095243085
CHE,Switzerland,756,2000,1570756,7143761,21.98780166357749,85122,371471,1570756,0.05199936000098548
CHE,Switzerland,756,2005,1805437,7386816,24.44134252159523,62458,504258,1805437,0.06826459465079407
CHE,Switzerland,756,2010,2075182,7808675,26.575340886898225,61729,627301,2075182,0.08033385945759043
CHE,Switzerland,756,2015,2416394,8296775,29.124497169080758,106037,656077,2416394,0.07907614705713967
CHE,Switzerland,756,2019,2572029,8591365,29.937373164799773,116678,699650,2572029,0.08143641900908645
NA,NORTHERN AMERICA,918,1990,27610408,279785259,9.868428414950909,610144,NA,27610408,NA
NA,NORTHERN AMERICA,918,1995,33340948,294453542,11.322990979677193,775419,NA,33340948,NA
NA,NORTHERN AMERICA,918,2000,40351694,312426773,12.915568538679622,1019706,NA,40351694,NA
NA,NORTHERN AMERICA,918,2005,45363257,327287151,13.860384332655943,696254,NA,45363257,NA
NA,NORTHERN AMERICA,918,2010,50970861,343287419,14.847867465833346,426384,NA,50970861,NA
NA,NORTHERN AMERICA,918,2015,55633443,357031048,15.58224230403626,714900,NA,55633443,NA
NA,NORTHERN AMERICA,918,2019,58647822,366600964.00000006,15.997727163641608,1086344,NA,58647822,NA
BMU,Bermuda,60,1990,15683,61634,25.44537106142713,0,71702,15683,1.1633513969562255
BMU,Bermuda,60,1995,16676,63442,26.285426058447086,0,42600,16676,0.6714794615554365
BMU,Bermuda,60,2000,17668,65012,27.176521257613977,0,14084,17668,0.2166369285670338
BMU,Bermuda,60,2005,18276,66257,27.583500611256163,0,14921,18276,0.2251988469142883
BMU,Bermuda,60,2010,18884,65388.99999999999,28.879475141078775,0,15281,18884,0.23369374053739927
BMU,Bermuda,60,2015,19126,63692,30.028889028449413,0,16520,19126,0.2593732336871193
BMU,Bermuda,60,2019,19336,62506,30.934630275493554,0,18057,19336,0.2888842671103574
CAN,Canada,124,1990,4333318,27541319,15.733879702711405,145257,998163,4333318,0.03624238185542239
CAN,Canada,124,1995,4864778,29164152,16.680677017456226,152125,1069031,4864778,0.03665565177413696
CAN,Canada,124,2000,5511914,30588383,18.01963183212398,125154,1148499,5511914,0.03754690138409735
CAN,Canada,124,2005,6078985,32164309,18.899784229780902,147171,1190001,6078985,0.036997561489662344
CAN,Canada,124,2010,6761226,34147564,19.800024388269687,155530,1272338,6761226,0.037259993128646016
CAN,Canada,124,2015,7428657,36026676,20.619879002992114,155530,1286881,7428657,0.03572022575715839
CAN,Canada,124,2019,7960657,37411047,21.278893905321603,156582,1323087,7960657,0.03536621148293444
GRL,Greenland,304,1990,9282,55604,16.693043665923316,0,9510,9282,0.17103086108913026
GRL,Greenland,304,1995,7121,55811,12.759133504147929,0,11366,7121,0.20365160989769043
GRL,Greenland,304,2000,6601,56175,11.750778816199377,0,13274,6601,0.2362972852692479
GRL,Greenland,304,2005,6556,56951,11.511650366104195,0,14735,6556,0.25873118997032535
GRL,Greenland,304,2010,6091,56638,10.754263921748649,0,15928,6091,0.2812246195134009
GRL,Greenland,304,2015,5797,56377,10.282562037710413,0,18161,5797,0.32213491317381204
GRL,Greenland,304,2019,5690,56672,10.040231507622812,0,18684,5690,0.329686617730096
SPM,Saint Pierre and Miquelon,666,1990,1099,6393,17.190677303300486,0,485,1099,0.07586422649773189
SPM,Saint Pierre and Miquelon,666,1995,1320,6392,20.650813516896118,0,479,1320,0.07493742177722153
SPM,Saint Pierre and Miquelon,666,2000,1458,6294,23.16491897044805,0,486,1458,0.07721639656816015
SPM,Saint Pierre and Miquelon,666,2005,1147,6123,18.732647395067776,0,429,1147,0.07006369426751592
SPM,Saint Pierre and Miquelon,666,2010,1017,6353,16.008185109397136,0,391,1017,0.06154572642845899
SPM,Saint Pierre and Miquelon,666,2015,986,5993,16.452527949274153,0,405,986,0.0675788419823127
SPM,Saint Pierre and Miquelon,666,2019,990,5822,17.00446581930608,0,431,990,0.07402954311233254
USA,United States of America,840,1990,23251026,252120309,9.222194789551839,464887,1739233,23251026,0.006898424830980197
USA,United States of America,840,1995,28451053,265163745,10.729616524310291,623294,1839745,28451053,0.006938146842057914
USA,United States of America,840,2000,34814053,281710909,12.358077691623935,894552,1991803,34814053,0.007070379372493523
USA,United States of America,840,2005,39258293,294993511,13.308188667241566,549083,2291218,39258293,0.007767011525890819
